岗位名称,工作地址,学历要求,工作经验,工作标签,企业名称,企业规模,企业福利,实习生,最低薪资,最高薪资
C++开发工程师,武汉,本科,3-5年,"Unix,Oracle,MySQL,Windows,中级软件工程师",北京尖峰,20-99人,"补充医疗保险,餐补,员工旅游,五险一金,节日福利,提供住宿,通讯补贴,意外险,定期体检,带薪年假",0,12000,22000
武汉-引擎后台开发,武汉,本科,1-3年,"C++,Python,Golang,Linux开发,部署经验",腾讯,10000人以上,"免费班车,交通补助,节日福利,年终奖,住房补贴,五险一金,员工旅游,零食下午茶,免费健身房,股票期权,包吃,公仔周边活动,餐补,定期体检,带薪年假,免费早晚餐,补充医疗保险,14薪",0,14000,24000
C++软件工程师,武汉,本科,3-5年,"C++,计算机相关专业,上位机软件开发,QT",博联众科,100-499人,"零食下午茶,定期体检,年终奖,节日福利,带薪年假,五险一金,员工旅游,14薪",0,12000,20000
C++开发工程师,武汉,本科,1-3年,"C++,C语言,Python,计算机相关专业,单片机",武汉中飞扬,,"节日福利,定期体检,交通补助,员工旅游,免费班车,通讯补贴,五险一金,全勤奖,年终奖,带薪年假,包吃,13薪",0,10000,15000
C++中级工程师,武汉,本科,3-5年,"C++,3DTiles,三维数据格式,OBJ",吉奥时空,1000-9999人,"五险一金,加班补助,年终奖,节日福利,全勤奖,零食下午茶,带薪年假,员工旅游,交通补助,通讯补贴,补充医疗保险,餐补,定期体检",0,12000,22000
FAE现场技术工程师-外派,武汉,本科,经验不限,"C,C++,音视频经验,架构设计经验",华为技术,10000人以上,无,0,8000,13000
C＋＋,武汉,本科,3-5年,"Qt项目开发经验,地图导航,仿真,雷达",智信联诚,20-99人,"员工旅游,带薪年假,节日福利,周末双休,五险一金,零食下午茶,年终奖,通讯补贴",0,10000,15000
C++开发工程师,武汉,大专,3-5年,"C++,C++服务端开发经验",浙江应杰科技有限...,20-99人,"零食下午茶,带薪年假,员工旅游,年终奖,股票期权,五险一金,节日福利",0,12000,20000
BIM二次开发,武汉,本科,3-5年,"C,C++,revit,Benltley",丰匠数科,20-99人,五险一金,0,12000,24000
C/C++软件开发工程师,武汉,本科,3-5年,"C++,Qt项目开发经验,C语言,Linux开发,部署经验",思非电子,,"定期聚餐,定期体检,节日福利,员工旅游,带薪年假,喜事红包,五险一金,年终奖,13薪",0,11000,18000
图像算法工程师,武汉,本科,经验不限,"C++,C,MySQL,Linux开发,部署经验,图形开发经验",精积微半导体,100-499人,"餐补,股票期权,年终奖,五险一金,14薪",0,12000,24000
C++工程师,武汉,本科,1-3年,"C++,C语言,ARM,Linux",御驾科技,20-99人,"带薪年假,节日福利,年终奖,定期体检,生日福利,加班补助,补充医疗保险,五险一金,全勤奖,住房补贴,零食下午茶,14薪",0,12000,24000
C++开发工程师,武汉,本科,3-5年,"C++,QT,Linux",CET中电技术,1000-9999人,"年终奖,季度奖金,五险一金,定期体检,免费班车,加班补助,带薪年假,通讯补贴,节日福利,交通补助,15薪",0,12000,20000
编译器开发工程师,武汉,本科,经验不限,"C++,C语言,虚拟机技术,计算机相关专业",华为技术武研所,10000人以上,"绩效奖金,保底工资,节日福利,定期体检,五险一金,团建聚餐,员工旅游,带薪年假,年终奖,加班补助",0,14000,28000
C++工程师10-20K,武汉,本科,1-3年,C++,智谷行云(湖北)科技,20-99人,无,0,10000,15000
C开发,杭州,本科,1-3年,"C,C++,MySQL,Linux开发,部署经验,嵌入式软件经验",中软国际,10000人以上,"免费班车,年终奖,定期体检,加班补助,五险一金,员工旅游,带薪年假,餐补,节日福利,零食下午茶",0,8000,9000
C,杭州,本科,3-5年,C语言,网新恒天软件,1000-9999人,"餐补,定期体检,免费班车,补充医疗保险,节日福利,年终奖,带薪年假,五险一金,13薪",0,12000,16000
水务数字孪生技术开发工程师,杭州,大专,1-3年,"C++,C语言,Java,C++服务端开发经验,计算机相关专业",亚大自动化,20-99人,"年终奖,带薪年假,加班补助,通讯补贴,员工旅游,团建聚餐,节假日加班费,生日福利,全勤奖,交通补助,绩效奖金,餐补,五险一金,保底工资,底薪加提成,工龄奖,定期体检,高温补贴,包吃,节日福利",0,10000,15000
CUDA开发工程师,杭州,本科,3-5年,"C++,QT,OpenGL",天智融通,20-99人,"住房补贴,带薪年假,员工旅游,五险一金,年终奖,14薪",0,13000,20000
C++软件开发工程师,杭州,本科,1-3年,"C++,ROS,机器人多模态传感器",科钛机器人,20-99人,"带薪年假,五险一金,全勤奖,年终奖,员工旅游,股票期权,通讯补贴,零食下午茶,节日福利,交通补助,餐补,加班补助,14薪",0,12000,19000
浏览器开发工程师,杭州,大专,3-5年,"C++,C语言,Chrome",杭州辰链信息科技,20-99人,"加班补助,交通补助,零食下午茶,餐补,团建聚餐,五险一金,保底工资,员工旅游,全勤奖,夜班补助",0,14000,28000
对日嵌入式开发实训生,杭州,本科,经验不限,"C语言,日语",杭州东忠,500-999人,"生日福利,节日福利,带薪年假,团建聚餐,定期体检,五险一金,年终奖,交通补助,餐补",0,5000,7000
CAD软件开发工程师,杭州,本科,3-5年,"C++,C语言,CAD软件开发,装备制造业",艾美依航空制造,,"节日福利,股票期权,员工旅游,五险一金,免费班车,带薪年假,餐补,14薪",0,12000,20000
C/C++开发工程师,杭州,本科,经验不限,"C++,C语言,Qt项目开发经验,计算机相关专业",普维,20-99人,"带薪年假,零食下午茶,加班补助,免费健身房,股票期权,免费咖啡,年终奖,节日福利,五险一金",0,9000,14000
C语言高级开发工程师,杭州,本科,1-3年,"C语言,计算机相关专业,C语言开发经验,嵌入式开发经验",大连洛斯信息技术,20-99人,"带薪年假,团建聚餐,生日福利,零食下午茶,五险一金,保底工资,意外险,节日福利",0,6000,8000
C++软件开发工程师,杭州,本科,3-5年,"C++,STL,架构设计经验,Linux开发,部署经验",华大研究院,1000-9999人,"餐补,年终奖,员工旅游,加班补助,定期体检,零食下午茶,节日福利,五险一金,通讯补贴,补充医疗保险,带薪年假,14薪",0,10000,15000
C/C++软件工程师,杭州,大专,3-5年,"C++,嵌入式软件经验",瑞秀医疗,20-99人,无,0,10000,15000
C++算法工程师,杭州,本科,1-3年,"C++,Linux开发,部署经验,音视频相关开发经验",智慧视通,100-499人,"通讯补贴,节日福利,免费班车,包吃,定期体检,加班补助,股票期权,带薪年假,零食下午茶,五险一金,餐补,年终奖",0,14000,20000
C++工程师,杭州,本科,在校/应届,"C++,C语言,计算机相关专业",品茗科技,1000-9999人,"五险一金,绩效奖金,年终奖,14薪",0,9000,14000
软件工程师,杭州,本科,1-3年,"嵌入式技术,Socket技术,多线程",迪安诊断,10000人以上,"补充医疗保险,员工旅游,带薪年假,餐补,交通补助,汽油补助,健身房,加班补助,节日福利,包吃,定期体检,五险一金,年终奖,股票期权,通讯补贴,13薪",0,10000,15000
VC++软件工程师,杭州,大专,3-5年,"C++,C语言,计算机相关专业",杭州暖芯迦,100-499人,"年终奖,带薪年假,员工旅游,餐补,五险一金,13薪",0,12000,20000
软件开发工程师,杭州,本科,经验不限,"C语言,C++,计算机相关专业,C语言开发经验",华为,10000人以上,"五险一金,补充医疗保险,节日福利,股票期权,年终奖,定期体检,员工旅游,餐补,零食下午茶,加班补助,15薪",0,13000,24000
C++开发,杭州,本科,1-3年,"C++,QT,STL,桌面开发经验,Linux开发,部署经验",浙江木链,100-499人,"五险一金,定期体检,带薪年假,股票期权,节日福利,年终奖",0,10000,15000
WINDOWS桌面端开发,杭州,大专,3-5年,"C++,C#,MFC,桌面开发经验",无锡科艾思信息,100-499人,无,0,10000,15000
游戏服务器程序/C++/GOLANG/PYTHON/JAVA/C#,杭州,大专,3-5年,"Golang,Java,C++,计算机相关专业,大数据项目开发经验",浙江天募控股有限公司,20-99人,"免费班车,宿舍有空调,包住,有无线网",0,10000,15000
C++软件工程师,杭州,本科,1-3年,"C++,OpenGL,QT,Redis",远算科技,100-499人,"住房补贴,五险一金,加班补助,年终奖,定期体检,带薪年假,员工旅游,零食下午茶",0,12000,18000
对日C开发,杭州,本科,经验不限,"C,Linux开发,部署经验,MySQL,日语",卡俄斯星科技,20-99人,"节日福利,年终奖,团建补贴,五险一金,带薪年假,定期体检",0,6000,8000
嵌入式软件工程师,杭州,本科,1-3年,"C++,C语言,计算机相关专业,嵌入式开发经验",武创智达杭州,20-99人,"节日福利,年终奖,加班补助,交通补助,五险一金,13薪",0,10000,15000
通讯协议工程师,杭州,本科,1-3年,"C++,C,数据库开发经验,MySQL,PHP,STL",赢创网络科技,20-99人,补充医疗保险,0,10000,15000
C++开发工程师,杭州,大专,3-5年,"C++,Redis,Linux开发,部署经验,嵌入式软件经验,Android",上海瑞应人才科技,500-999人,"五险一金,带薪年假,年终奖",0,12000,20000
ANDROID底层驱动工程师,杭州,本科,1-3年,驱动开发,磐正科技,20-99人,"股票期权,零食下午茶,全勤奖,绩效奖金,员工旅游,加班补助,生日福利,定期体检,五险一金,年终奖,带薪年假,节日福利",0,10000,15000
C++高级软件工程师,杭州,本科,3-5年,"C++,C语言,计算机相关专业,Qt项目开发经验",安来诺,20-99人,"五险一金,交通补助,带薪年假,餐补,节日福利,年终奖,零食下午茶",0,11000,20000
软件工程师,合肥,本科,5-10年,"C++,python,C语言,计算机相关专业,Python",康宁,1000-9999人,"五险一金,年终奖,保底工资,股票期权,定期体检,补充医疗保险,带薪年假,15薪",0,13000,22000
C++算法工程师,合肥,本科,经验不限,"图形图像处理,Linux",ingenic,100-499人,"年终奖,定期体检,员工旅游,带薪年假,节日福利,股票期权,五险一金,交通补助",0,11000,20000
嵌入式开发工程师,合肥,本科,1年以内,"C语言,计算机相关专业,C语言开发经验,嵌入式开发经验",中科昂辉,20-99人,"五险一金,节日福利,定期体检,带薪年假,年终奖,绩效奖金,通讯补贴,股票期权,零食下午茶,节假日加班费,员工旅游,生日福利,团建聚餐,底薪加提成,加班补助,法定节假日三薪,13薪",0,6000,10000
应用软件工程师,合肥,本科,3-5年,"C++,C语言,Linux开发,部署经验,Qt项目开发经验,上位机",博清科技,100-499人,"五险一金,意外险,团建聚餐,绩效奖金,高温补贴,餐补,年终奖,生日福利,员工旅游,补充医疗保险,股票期权,住房补贴,定期体检,带薪年假,节日福利,加班补助,零食下午茶,交通补助,全勤奖,工龄奖,13薪",0,12000,20000
全栈软件开发工程师,合肥,本科,1-3年,"MySQL,Go,SQL,Windows,软件工程师,CRM",天天罗宝,20-99人,"带薪年假,节日福利,五险一金,年终奖,全勤奖,员工旅游,零食下午茶",0,6000,11000
WINDOWS开发工程师,合肥,本科,3-5年,"C,C++,MFC,桌面开发经验,上位机开发经验",安徽电子科学研究所,100-499人,"五险一金,年终奖,员工旅游,包吃,13薪",0,10000,15000
C＋＋开发工程师,合肥,本科,1-3年,"Python,Socket技术,网络协议,ARM开发,多线程",合肥薪火科技,20-99人,无,0,12000,16000
资深嵌入式软件工程师,合肥,本科,1-3年,"C++,visual studio,LabVIEW,Linux",合肥致真精密设备,20-99人,"节日福利,加班补助,全勤奖,住房补贴,五险一金,绩效奖金,股票期权,13薪",0,12000,20000
C/C++，PYTHON开发工程师,合肥,本科,经验不限,"C++,C语言,Python,C++服务端开发经验",华为云计算,10000人以上,"交通补助,定期体检,团建聚餐,零食下午茶,节假日加班费,年终奖,带薪年假,免费班车,夜班补助,加班补助,保底工资,补充医疗保险,绩效奖金,五险一金,意外险,法定节假日三薪,员工旅游,14薪",0,12000,24000
软件开发工程师,合肥,本科,经验不限,"C++,C,Java",华为,10000人以上,"餐补,定期体检,员工旅游,五险一金,补充医疗保险,零食下午茶,节日福利,股票期权,年终奖,加班补助,14薪",0,14000,20000
C++软件开发工程师,合肥,本科,1-3年,"Linux开发,部署经验,嵌入式软件经验,上位机开发经验",艾瑞思,0-20人,"节日福利,工龄奖,带薪年假,意外险,年终奖,绩效奖金,五险一金",0,10000,15000
WINDOWS开发,合肥,大专,1-3年,"C++,C,QT,windows开发",乐堂控股集团,100-499人,"定期体检,年终奖,五险一金,节日福利,员工旅游,包吃,餐补",0,10000,15000
C++软件工程师,合肥,大专,3-5年,"C++,QT,Linux开发,部署经验,桌面开发经验",尚展模具,100-499人,"五险一金,餐补,节日福利,年终奖,员工旅游,带薪年假,全勤奖",0,8000,12000
开发,合肥,大专,3-5年,"C++,Go",安徽兴日智能科技有限,100-499人,"加班补助,住房补贴,全勤奖,节日福利,餐补,年终奖,通讯补贴,带薪年假,员工旅游,五险一金",0,9000,14000
软件开发工程师,合肥,本科,1-3年,"C++,C,Python,MySQL,Linux开发,部署经验",中科软,10000人以上,"团队氛围好,零食下午茶,餐补,年终奖,带薪年假,节日福利,五险一金,定期体检,员工旅游,加班补助",0,11000,18000
软件工程师,合肥,本科,1-3年,"C++,C语言",创谱仪器,100-499人,"五险一金,加班补助,补充医疗保险,年终奖,节日福利,带薪年假,员工旅游,包吃,定期体检,零食下午茶",0,9000,14000
软件工程师,合肥,本科,在校/应届,"C++,C,QT,Linux开发,部署经验",宁波谦川科技有限公司,20-99人,"节日福利,生日福利,加班补助,法定节假日三薪,节假日加班费,餐补,年终奖,意外险,五险一金",0,7000,10000
LINUX开发工程师,合肥,本科,5-10年,"C语言,C++",极客天成,100-499人,"年终奖,补充医疗保险,五险一金,餐补,交通补助,通讯补贴",0,12000,24000
C+工程师,合肥,本科,3-5年,"C++,C++服务端开发经验",真萍科技,,"包住,生日福利,通讯补贴,餐补,免费工装,年终奖,全勤奖,有无线网,节日福利,员工旅游,股票期权,加班补助,宿舍有空调,定期体检,交通补助,13薪",0,13000,20000
软件开发运动控制工程师,合肥,本科,1-3年,"C++,C#,Java,桌面开发经验,上位机开发经验",工布智造,20-99人,"绩效奖金,年终奖,五险一金",0,6000,10000
嵌入式软件工程师,合肥,本科,1-3年,"STL,软件工程师,嵌入式开发工程师",昕桓智能,0-20人,"定期体检,餐补,五险一金,节日福利,员工旅游,零食下午茶,股票期权,带薪年假,年终奖",0,6000,11000
C++开发工程师,合肥,本科,5-10年,"C++,Qt项目开发经验,界面开发",安晶龙电子,100-499人,"餐补,带薪年假,通讯补贴,节日福利,五险一金,年终奖,包吃",0,10000,15000
C++开发工程师,合肥,本科,1年以内,C++,合肥壹恒智能,20-99人,无,0,10000,11000
嵌入式RTOS软件开发工程师,合肥,本科,经验不限,"C,嵌入式软件经验,rtos,口语流利",移远quectel,1000-9999人,"通讯补贴,加班补助,补充医疗保险,带薪年假,餐补,五险一金,年终奖,员工旅游,零食下午茶,交通补助,节日福利,定期体检",0,11000,22000
C语言开发工程师,合肥,本科,经验不限,"C语言,大数据项目开发经验,英语读写能力良好,tuxedo",网新恒天软件,1000-9999人,"五险一金,定期体检,带薪年假,年终奖,免费班车,餐补,补充医疗保险,节日福利,14薪",0,11000,18000
软件工程师,合肥,本科,在校/应届,"C++,英语读写能力良好",谦川科技,20-99人,"五险一金,定期体检",0,7000,10000
